State Name,State Code,Indicator Name,Value
Arkansas,AR,Name Change (adult),1
Arkansas,AR,Non Discrimination,-1
Arkansas,AR,Foster Care Non Discrimination,FALSE
Arkansas,AR,Adoption Nondiscrimination,FALSE
Arkansas,AR,Recognition of assisted Reproduction,FALSE
Arkansas,AR,VAP for Non-Genetic LGBTQ Parents,FALSE
Arkansas,AR,Gender Inclusive Bathroom Laws (Adult),FALSE
Arkansas,AR,Gay/ Trans Panic Defense Ban,FALSE
Arkansas,AR,Hate Crime Laws Specific to Gender Identity,FALSE
Arkansas,AR,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Arkansas,AR,Gender Inclusive Correctional Housing ,FALSE
Arkansas,AR,Gender Affirming Care in Correctional Facilities,FALSE
Arkansas,AR,Trans Bathroom Ban in Schools and Government Buildings,0
Arkansas,AR,State Defines Sex,0
Arkansas,AR,Broad ‘RFRA’,-1
Arkansas,AR,Religious Exemption for Medical Professionals,-1
Arkansas,AR,Marriage Services and/or Marriage License Denial,0
Arkansas,AR,Drag Ban,0
Arkansas,AR,Barriers to Identity Documents,0
Arkansas,AR,Abortion Access,-1
Arkansas,AR,Interstate Abortion Shield Law,FALSE
California,CA,Shield Law,TRUE
California,CA,Gender Marker on ID (adult),1
California,CA,Gender Marker options on ID,TRUE
California,CA,Gender Marker on Birth Certificate (adult),1
California,CA,Gender Marker options on Birth Certificate,TRUE
California,CA,Name Change (adult),1
California,CA,Non Discrimination,1
California,CA,Foster Care Non Discrimination,TRUE
California,CA,Adoption Nondiscrimination,TRUE
California,CA,Recognition of assisted Reproduction,TRUE
California,CA,VAP for Non-Genetic LGBTQ Parents,TRUE
California,CA,Gender Inclusive Bathroom Laws (Adult),TRUE
California,CA,Gay/ Trans Panic Defense Ban,TRUE
California,CA,Hate Crime Laws Specific to Gender Identity,TRUE
California,CA,Jury Service Nondiscrimination Based on Gender Identity,TRUE
California,CA,Gender Inclusive Correctional Housing ,TRUE
California,CA,Gender Affirming Care in Correctional Facilities,TRUE
California,CA,Trans Bathroom Ban in Schools and Government Buildings,0
California,CA,State Defines Sex,0
California,CA,Broad ‘RFRA’,0
California,CA,Religious Exemption for Medical Professionals,0
California,CA,Marriage Services and/or Marriage License Denial,0
California,CA,Drag Ban,0
California,CA,Barriers to Identity Documents,0
California,CA,Abortion Access,1
California,CA,Interstate Abortion Shield Law,TRUE
Colorado,CO,Shield Law,TRUE
Colorado,CO,Gender Marker on ID (adult),1
Colorado,CO,Gender Marker options on ID,TRUE
Colorado,CO,Gender Marker on Birth Certificate (adult),1
Colorado,CO,Gender Marker options on Birth Certificate,TRUE
Colorado,CO,Name Change (adult),1
Colorado,CO,Non Discrimination,1
Colorado,CO,Foster Care Non Discrimination,TRUE
Colorado,CO,Adoption Nondiscrimination,TRUE
Colorado,CO,Recognition of assisted Reproduction,TRUE
Colorado,CO,VAP for Non-Genetic LGBTQ Parents,TRUE
Colorado,CO,Gender Inclusive Bathroom Laws (Adult),TRUE
Colorado,CO,Gay/ Trans Panic Defense Ban,TRUE
Colorado,CO,Hate Crime Laws Specific to Gender Identity,TRUE
Colorado,CO,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Colorado,CO,Gender Inclusive Correctional Housing ,FALSE
Colorado,CO,Gender Affirming Care in Correctional Facilities,FALSE
Colorado,CO,Trans Bathroom Ban in Schools and Government Buildings,0
Colorado,CO,State Defines Sex,0
Colorado,CO,Broad ‘RFRA’,0
Colorado,CO,Religious Exemption for Medical Professionals,0
Colorado,CO,Marriage Services and/or Marriage License Denial,0
Colorado,CO,Drag Ban,0
Colorado,CO,Barriers to Identity Documents,0
Colorado,CO,Abortion Access,0.5
Colorado,CO,Interstate Abortion Shield Law,TRUE
Connecticut,CT,Shield Law,TRUE
Connecticut,CT,Gender Marker on ID (adult),1
Connecticut,CT,Gender Marker options on ID,TRUE
Connecticut,CT,Gender Marker on Birth Certificate (adult),0.5
Connecticut,CT,Gender Marker options on Birth Certificate,TRUE
Connecticut,CT,Name Change (adult),1
Connecticut,CT,Non Discrimination,1
Connecticut,CT,Foster Care Non Discrimination,TRUE
Connecticut,CT,Adoption Nondiscrimination,TRUE
Connecticut,CT,Recognition of assisted Reproduction,TRUE
Connecticut,CT,VAP for Non-Genetic LGBTQ Parents,FALSE
Connecticut,CT,Gender Inclusive Bathroom Laws (Adult),TRUE
Connecticut,CT,Gay/ Trans Panic Defense Ban,TRUE
Connecticut,CT,Hate Crime Laws Specific to Gender Identity,TRUE
Connecticut,CT,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Connecticut,CT,Gender Inclusive Correctional Housing ,FALSE
Connecticut,CT,Gender Affirming Care in Correctional Facilities,FALSE
Connecticut,CT,Trans Bathroom Ban in Schools and Government Buildings,0
Connecticut,CT,State Defines Sex,0
Connecticut,CT,Broad ‘RFRA’,-1
Connecticut,CT,Religious Exemption for Medical Professionals,0
Connecticut,CT,Marriage Services and/or Marriage License Denial,0
Connecticut,CT,Drag Ban,0
Connecticut,CT,Barriers to Identity Documents,0
Connecticut,CT,Abortion Access,1
Connecticut,CT,Interstate Abortion Shield Law,TRUE
Delaware,DE,Shield Law,FALSE
Delaware,DE,Gender Marker on ID (adult),0.5
Delaware,DE,Gender Marker options on ID,FALSE
Delaware,DE,Gender Marker on Birth Certificate (adult),0.5
Delaware,DE,Gender Marker options on Birth Certificate,FALSE
Delaware,DE,Name Change (adult),1
Delaware,DE,Non Discrimination,1
Delaware,DE,Foster Care Non Discrimination,TRUE
Delaware,DE,Adoption Nondiscrimination,TRUE
Delaware,DE,Recognition of assisted Reproduction,TRUE
Delaware,DE,VAP for Non-Genetic LGBTQ Parents,FALSE
Delaware,DE,Gender Inclusive Bathroom Laws (Adult),TRUE
Delaware,DE,Gay/ Trans Panic Defense Ban,TRUE
Delaware,DE,Hate Crime Laws Specific to Gender Identity,TRUE
Delaware,DE,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Delaware,DE,Gender Inclusive Correctional Housing ,FALSE
Delaware,DE,Gender Affirming Care in Correctional Facilities,FALSE
Delaware,DE,Trans Bathroom Ban in Schools and Government Buildings,0
Delaware,DE,State Defines Sex,0
Delaware,DE,Broad ‘RFRA’,0
Delaware,DE,Religious Exemption for Medical Professionals,0
Delaware,DE,Marriage Services and/or Marriage License Denial,0
Delaware,DE,Drag Ban,0
Delaware,DE,Barriers to Identity Documents,0
Delaware,DE,Abortion Access,0.5
Delaware,DE,Interstate Abortion Shield Law,TRUE
Florida,FL,Shield Law,FALSE
Florida,FL,Gender Marker on ID (adult),-1
Florida,FL,Gender Marker options on ID,FALSE
Florida,FL,Gender Marker on Birth Certificate (adult),0.5
Florida,FL,Gender Marker options on Birth Certificate,FALSE
Florida,FL,Name Change (adult),1
Florida,FL,Non Discrimination,1
Florida,FL,Foster Care Non Discrimination,FALSE
Florida,FL,Adoption Nondiscrimination,FALSE
Florida,FL,Recognition of assisted Reproduction,FALSE
Florida,FL,VAP for Non-Genetic LGBTQ Parents,FALSE
Florida,FL,Gender Inclusive Bathroom Laws (Adult),FALSE
Florida,FL,Gay/ Trans Panic Defense Ban,FALSE
Florida,FL,Hate Crime Laws Specific to Gender Identity,FALSE
Florida,FL,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Florida,FL,Gender Inclusive Correctional Housing ,FALSE
Florida,FL,Gender Affirming Care in Correctional Facilities,FALSE
Florida,FL,Trans Bathroom Ban in Schools and Government Buildings,-1
Florida,FL,State Defines Sex,0
Florida,FL,Broad ‘RFRA’,-1
Florida,FL,Religious Exemption for Medical Professionals,-1
Florida,FL,Marriage Services and/or Marriage License Denial,0
Florida,FL,Drag Ban,0
Florida,FL,Barriers to Identity Documents,-1
Florida,FL,Abortion Access,0.5
Florida,FL,Interstate Abortion Shield Law,FALSE
Georgia,GA,Shield Law,FALSE
Georgia,GA,Gender Marker on ID (adult),-1
Georgia,GA,Gender Marker options on ID,FALSE
Georgia,GA,Gender Marker on Birth Certificate (adult),-1
Georgia,GA,Gender Marker options on Birth Certificate,FALSE
Georgia,GA,Name Change (adult),-1
Georgia,GA,Non Discrimination,0
Georgia,GA,Foster Care Non Discrimination,FALSE
Georgia,GA,Adoption Nondiscrimination,FALSE
Georgia,GA,Recognition of assisted Reproduction,FALSE
Georgia,GA,VAP for Non-Genetic LGBTQ Parents,FALSE
Georgia,GA,Gender Inclusive Bathroom Laws (Adult),FALSE
Georgia,GA,Gay/ Trans Panic Defense Ban,FALSE
Georgia,GA,Hate Crime Laws Specific to Gender Identity,TRUE
Georgia,GA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Georgia,GA,Gender Inclusive Correctional Housing ,FALSE
Georgia,GA,Gender Affirming Care in Correctional Facilities,FALSE
Georgia,GA,Trans Bathroom Ban in Schools and Government Buildings,0
Georgia,GA,State Defines Sex,0
Georgia,GA,Broad ‘RFRA’,0
Georgia,GA,Religious Exemption for Medical Professionals,0
Georgia,GA,Marriage Services and/or Marriage License Denial,0
Georgia,GA,Drag Ban,0
Georgia,GA,Barriers to Identity Documents,0
Georgia,GA,Abortion Access,0.5
Georgia,GA,Interstate Abortion Shield Law,FALSE
Hawaii,HI,Shield Law,FALSE
Hawaii,HI,Gender Marker on ID (adult),1
Hawaii,HI,Gender Marker options on ID,TRUE
Hawaii,HI,Gender Marker on Birth Certificate (adult),0.5
Hawaii,HI,Gender Marker options on Birth Certificate,FALSE
Hawaii,HI,Name Change (adult),0
Hawaii,HI,Non Discrimination,1
Hawaii,HI,Foster Care Non Discrimination,TRUE
Hawaii,HI,Adoption Nondiscrimination,TRUE
Hawaii,HI,Recognition of assisted Reproduction,FALSE
Hawaii,HI,VAP for Non-Genetic LGBTQ Parents,FALSE
Hawaii,HI,Gender Inclusive Bathroom Laws (Adult),TRUE
Hawaii,HI,Gay/ Trans Panic Defense Ban,TRUE
Hawaii,HI,Hate Crime Laws Specific to Gender Identity,TRUE
Hawaii,HI,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Hawaii,HI,Gender Inclusive Correctional Housing ,FALSE
Hawaii,HI,Gender Affirming Care in Correctional Facilities,FALSE
Hawaii,HI,Trans Bathroom Ban in Schools and Government Buildings,0
Hawaii,HI,State Defines Sex,0
Hawaii,HI,Broad ‘RFRA’,0
Hawaii,HI,Religious Exemption for Medical Professionals,0
Hawaii,HI,Marriage Services and/or Marriage License Denial,0
Hawaii,HI,Drag Ban,0
Hawaii,HI,Barriers to Identity Documents,0
Hawaii,HI,Abortion Access,1
Hawaii,HI,Interstate Abortion Shield Law,TRUE
Idaho,ID,Shield Law,FALSE
Idaho,ID,Gender Marker on ID (adult),0
Idaho,ID,Gender Marker options on ID,FALSE
Idaho,ID,Gender Marker on Birth Certificate (adult),1
Idaho,ID,Gender Marker options on Birth Certificate,FALSE
Idaho,ID,Name Change (adult),-1
Idaho,ID,Non Discrimination,-1
Idaho,ID,Foster Care Non Discrimination,FALSE
Idaho,ID,Adoption Nondiscrimination,FALSE
Idaho,ID,Recognition of assisted Reproduction,FALSE
Idaho,ID,VAP for Non-Genetic LGBTQ Parents,FALSE
Idaho,ID,Gender Inclusive Bathroom Laws (Adult),FALSE
Idaho,ID,Gay/ Trans Panic Defense Ban,FALSE
Idaho,ID,Hate Crime Laws Specific to Gender Identity,FALSE
Idaho,ID,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Idaho,ID,Gender Inclusive Correctional Housing ,FALSE
Idaho,ID,Gender Affirming Care in Correctional Facilities,FALSE
Idaho,ID,Trans Bathroom Ban in Schools and Government Buildings,0
Idaho,ID,State Defines Sex,0
Idaho,ID,Broad ‘RFRA’,-1
Idaho,ID,Religious Exemption for Medical Professionals,0
Idaho,ID,Marriage Services and/or Marriage License Denial,0
Idaho,ID,Drag Ban,0
Idaho,ID,Barriers to Identity Documents,0
Idaho,ID,Abortion Access,-1
Idaho,ID,Interstate Abortion Shield Law,FALSE
Illinois,IL,Shield Law,TRUE
Illinois,IL,Gender Marker on ID (adult),1
Illinois,IL,Gender Marker options on ID,TRUE
Illinois,IL,Gender Marker on Birth Certificate (adult),1
Illinois,IL,Gender Marker options on Birth Certificate,TRUE
Illinois,IL,Name Change (adult),0
Illinois,IL,Non Discrimination,1
Illinois,IL,Foster Care Non Discrimination,TRUE
Illinois,IL,Adoption Nondiscrimination,TRUE
Illinois,IL,Recognition of assisted Reproduction,TRUE
Illinois,IL,VAP for Non-Genetic LGBTQ Parents,FALSE
Illinois,IL,Gender Inclusive Bathroom Laws (Adult),TRUE
Illinois,IL,Gay/ Trans Panic Defense Ban,TRUE
Illinois,IL,Hate Crime Laws Specific to Gender Identity,TRUE
Illinois,IL,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Illinois,IL,Gender Inclusive Correctional Housing ,FALSE
Illinois,IL,Gender Affirming Care in Correctional Facilities,FALSE
Illinois,IL,Trans Bathroom Ban in Schools and Government Buildings,0
Illinois,IL,State Defines Sex,0
Illinois,IL,Broad ‘RFRA’,-1
Illinois,IL,Religious Exemption for Medical Professionals,-1
Illinois,IL,Marriage Services and/or Marriage License Denial,0
Illinois,IL,Drag Ban,0
Illinois,IL,Barriers to Identity Documents,0
Illinois,IL,Abortion Access,1
Illinois,IL,Interstate Abortion Shield Law,TRUE
Indiana,IN,Shield Law,FALSE
Indiana,IN,Gender Marker on ID (adult),0.5
Indiana,IN,Gender Marker options on ID,TRUE
Indiana,IN,Gender Marker on Birth Certificate (adult),-1
Indiana,IN,Gender Marker options on Birth Certificate,FALSE
Indiana,IN,Name Change (adult),-1
Indiana,IN,Non Discrimination,-1
Indiana,IN,Foster Care Non Discrimination,FALSE
Indiana,IN,Adoption Nondiscrimination,FALSE
Indiana,IN,Recognition of assisted Reproduction,FALSE
Indiana,IN,VAP for Non-Genetic LGBTQ Parents,FALSE
Indiana,IN,Gender Inclusive Bathroom Laws (Adult),FALSE
Indiana,IN,Gay/ Trans Panic Defense Ban,FALSE
Indiana,IN,Hate Crime Laws Specific to Gender Identity,FALSE
Indiana,IN,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Indiana,IN,Gender Inclusive Correctional Housing ,FALSE
Indiana,IN,Gender Affirming Care in Correctional Facilities,FALSE
Indiana,IN,Trans Bathroom Ban in Schools and Government Buildings,0
Indiana,IN,State Defines Sex,0
Indiana,IN,Broad ‘RFRA’,-1
Indiana,IN,Religious Exemption for Medical Professionals,0
Indiana,IN,Marriage Services and/or Marriage License Denial,0
Indiana,IN,Drag Ban,0
Indiana,IN,Barriers to Identity Documents,0
Indiana,IN,Abortion Access,-1
Indiana,IN,Interstate Abortion Shield Law,FALSE
Iowa,IA,Shield Law,FALSE
Iowa,IA,Gender Marker on ID (adult),-1
Iowa,IA,Gender Marker options on ID,FALSE
Iowa,IA,Gender Marker on Birth Certificate (adult),0.5
Iowa,IA,Gender Marker options on Birth Certificate,FALSE
Iowa,IA,Name Change (adult),0.5
Iowa,IA,Non Discrimination,1
Iowa,IA,Foster Care Non Discrimination,TRUE
Iowa,IA,Adoption Nondiscrimination,TRUE
Iowa,IA,Recognition of assisted Reproduction,FALSE
Iowa,IA,VAP for Non-Genetic LGBTQ Parents,FALSE
Iowa,IA,Gender Inclusive Bathroom Laws (Adult),TRUE
Iowa,IA,Gay/ Trans Panic Defense Ban,FALSE
Iowa,IA,Hate Crime Laws Specific to Gender Identity,FALSE
Iowa,IA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Iowa,IA,Gender Inclusive Correctional Housing ,FALSE
Iowa,IA,Gender Affirming Care in Correctional Facilities,FALSE
Iowa,IA,Trans Bathroom Ban in Schools and Government Buildings,0
Iowa,IA,State Defines Sex,0
Iowa,IA,Broad ‘RFRA’,0
Iowa,IA,Religious Exemption for Medical Professionals,0
Iowa,IA,Marriage Services and/or Marriage License Denial,0
Iowa,IA,Drag Ban,0
Iowa,IA,Barriers to Identity Documents,0
Iowa,IA,Abortion Access,-0.5
Iowa,IA,Interstate Abortion Shield Law,FALSE
Kansas,KS,Shield Law,FALSE
Kansas,KS,Gender Marker on ID (adult),-1
Kansas,KS,Gender Marker options on ID,FALSE
Kansas,KS,Gender Marker on Birth Certificate (adult),-1
Kansas,KS,Gender Marker options on Birth Certificate,FALSE
Kansas,KS,Name Change (adult),0.5
Kansas,KS,Non Discrimination,1
Kansas,KS,Foster Care Non Discrimination,FALSE
Kansas,KS,Adoption Nondiscrimination,FALSE
Kansas,KS,Recognition of assisted Reproduction,FALSE
Kansas,KS,VAP for Non-Genetic LGBTQ Parents,FALSE
Kansas,KS,Gender Inclusive Bathroom Laws (Adult),FALSE
Kansas,KS,Gay/ Trans Panic Defense Ban,FALSE
Kansas,KS,Hate Crime Laws Specific to Gender Identity,FALSE
Kansas,KS,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Kansas,KS,Gender Inclusive Correctional Housing ,FALSE
Kansas,KS,Gender Affirming Care in Correctional Facilities,FALSE
Kansas,KS,Trans Bathroom Ban in Schools and Government Buildings,0
Kansas,KS,State Defines Sex,-1
Kansas,KS,Broad ‘RFRA’,-1
Kansas,KS,Religious Exemption for Medical Professionals,0
Kansas,KS,Marriage Services and/or Marriage License Denial,-1
Kansas,KS,Drag Ban,0
Kansas,KS,Barriers to Identity Documents,-1
Kansas,KS,Abortion Access,0.5
Kansas,KS,Interstate Abortion Shield Law,FALSE
Kentucky,KY,Shield Law,FALSE
Kentucky,KY,Gender Marker on ID (adult),-1
Kentucky,KY,Gender Marker options on ID,FALSE
Kentucky,KY,Gender Marker on Birth Certificate (adult),-1
Kentucky,KY,Gender Marker options on Birth Certificate,FALSE
Kentucky,KY,Name Change (adult),1
Kentucky,KY,Non Discrimination,0.5
Kentucky,KY,Foster Care Non Discrimination,TRUE
Kentucky,KY,Adoption Nondiscrimination,TRUE
Kentucky,KY,Recognition of assisted Reproduction,FALSE
Kentucky,KY,VAP for Non-Genetic LGBTQ Parents,FALSE
Kentucky,KY,Gender Inclusive Bathroom Laws (Adult),FALSE
Kentucky,KY,Gay/ Trans Panic Defense Ban,FALSE
Kentucky,KY,Hate Crime Laws Specific to Gender Identity,FALSE
Kentucky,KY,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Kentucky,KY,Gender Inclusive Correctional Housing ,FALSE
Kentucky,KY,Gender Affirming Care in Correctional Facilities,FALSE
Kentucky,KY,Trans Bathroom Ban in Schools and Government Buildings,0
Kentucky,KY,State Defines Sex,0
Kentucky,KY,Broad ‘RFRA’,-1
Kentucky,KY,Religious Exemption for Medical Professionals,0
Kentucky,KY,Marriage Services and/or Marriage License Denial,0
Kentucky,KY,Drag Ban,0
Kentucky,KY,Barriers to Identity Documents,0
Kentucky,KY,Abortion Access,-1
Kentucky,KY,Interstate Abortion Shield Law,FALSE
Louisiana,LA,Shield Law,FALSE
Louisiana,LA,Gender Marker on ID (adult),0
Louisiana,LA,Gender Marker options on ID,FALSE
Louisiana,LA,Gender Marker on Birth Certificate (adult),-1
Louisiana,LA,Gender Marker options on Birth Certificate,FALSE
Louisiana,LA,Name Change (adult),1
Louisiana,LA,Non Discrimination,-1
Louisiana,LA,Foster Care Non Discrimination,FALSE
Louisiana,LA,Adoption Nondiscrimination,FALSE
Louisiana,LA,Recognition of assisted Reproduction,FALSE
Louisiana,LA,VAP for Non-Genetic LGBTQ Parents,FALSE
Louisiana,LA,Gender Inclusive Bathroom Laws (Adult),FALSE
Louisiana,LA,Gay/ Trans Panic Defense Ban,FALSE
Louisiana,LA,Hate Crime Laws Specific to Gender Identity,FALSE
Louisiana,LA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Louisiana,LA,Gender Inclusive Correctional Housing ,FALSE
Louisiana,LA,Gender Affirming Care in Correctional Facilities,FALSE
Louisiana,LA,Trans Bathroom Ban in Schools and Government Buildings,0
Louisiana,LA,State Defines Sex,0
Louisiana,LA,Broad ‘RFRA’,-1
Louisiana,LA,Religious Exemption for Medical Professionals,0
Louisiana,LA,Marriage Services and/or Marriage License Denial,0
Louisiana,LA,Drag Ban,0
Louisiana,LA,Barriers to Identity Documents,0
Louisiana,LA,Abortion Access,-1
Louisiana,LA,Interstate Abortion Shield Law,FALSE
Maine,ME,Shield Law,FALSE
Maine,ME,Gender Marker on ID (adult),1
Maine,ME,Gender Marker options on ID,TRUE
Maine,ME,Gender Marker on Birth Certificate (adult),1
Maine,ME,Gender Marker options on Birth Certificate,TRUE
Maine,ME,Name Change (adult),1
Maine,ME,Non Discrimination,1
Maine,ME,Foster Care Non Discrimination,TRUE
Maine,ME,Adoption Nondiscrimination,TRUE
Maine,ME,Recognition of assisted Reproduction,TRUE
Maine,ME,VAP for Non-Genetic LGBTQ Parents,TRUE
Maine,ME,Gender Inclusive Bathroom Laws (Adult),TRUE
Maine,ME,Gay/ Trans Panic Defense Ban,TRUE
Maine,ME,Hate Crime Laws Specific to Gender Identity,TRUE
Maine,ME,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Maine,ME,Gender Inclusive Correctional Housing ,FALSE
Maine,ME,Gender Affirming Care in Correctional Facilities,FALSE
Maine,ME,Trans Bathroom Ban in Schools and Government Buildings,0
Maine,ME,State Defines Sex,0
Maine,ME,Broad ‘RFRA’,0
Maine,ME,Religious Exemption for Medical Professionals,0
Maine,ME,Marriage Services and/or Marriage License Denial,0
Maine,ME,Drag Ban,0
Maine,ME,Barriers to Identity Documents,0
Maine,ME,Abortion Access,0.5
Maine,ME,Interstate Abortion Shield Law,TRUE
Maryland,MD,Shield Law,TRUE
Maryland,MD,Gender Marker on ID (adult),1
Maryland,MD,Gender Marker options on ID,TRUE
Maryland,MD,Gender Marker on Birth Certificate (adult),0.5
Maryland,MD,Gender Marker options on Birth Certificate,FALSE
Maryland,MD,Name Change (adult),1
Maryland,MD,Non Discrimination,1
Maryland,MD,Foster Care Non Discrimination,TRUE
Maryland,MD,Adoption Nondiscrimination,TRUE
Maryland,MD,Recognition of assisted Reproduction,TRUE
Maryland,MD,VAP for Non-Genetic LGBTQ Parents,TRUE
Maryland,MD,Gender Inclusive Bathroom Laws (Adult),FALSE
Maryland,MD,Gay/ Trans Panic Defense Ban,TRUE
Maryland,MD,Hate Crime Laws Specific to Gender Identity,TRUE
Maryland,MD,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Maryland,MD,Gender Inclusive Correctional Housing ,FALSE
Maryland,MD,Gender Affirming Care in Correctional Facilities,FALSE
Maryland,MD,Trans Bathroom Ban in Schools and Government Buildings,0
Maryland,MD,State Defines Sex,0
Maryland,MD,Broad ‘RFRA’,0
Maryland,MD,Religious Exemption for Medical Professionals,0
Maryland,MD,Marriage Services and/or Marriage License Denial,0
Maryland,MD,Drag Ban,0
Maryland,MD,Barriers to Identity Documents,0
Maryland,MD,Abortion Access,1
Maryland,MD,Interstate Abortion Shield Law,TRUE
Massachusetts,MA,Shield Law,TRUE
Massachusetts,MA,Gender Marker on ID (adult),1
Massachusetts,MA,Gender Marker options on ID,TRUE
Massachusetts,MA,Gender Marker on Birth Certificate (adult),0.5
Massachusetts,MA,Gender Marker options on Birth Certificate,FALSE
Massachusetts,MA,Name Change (adult),0
Massachusetts,MA,Non Discrimination,1
Massachusetts,MA,Foster Care Non Discrimination,TRUE
Massachusetts,MA,Adoption Nondiscrimination,TRUE
Massachusetts,MA,Recognition of assisted Reproduction,FALSE
